bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,registration_year,insurance_validity,fuel_type,seats,rto,ownership,engine_displacement,year_of_manufacture,Features,mileage,engine,max_power,torque,dimensions,miscellaneous,wheel_size
Hatchback,"69,210",Manual,1,1st Owner,Honda,Honda Brio,2012,1203,S MT,₹ 3.38 Lakh,Jun 2012,Third Party,Petrol,5,KA01,First Owner,1198 cc,2012.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Radio",19.4 kmpl,"Silver, i-VTEC Engine, 1198, 86.8bhp@6000rpm, 109Nm@4500rpm, 4, 4, SOHC, PGM - Fi, No, No",86.8bhp,109Nm,"3610mm, 1680mm, 1500mm, 2345mm, 1480mm, 1465mm, 925kg","5 Speed, FWD, 5, Power, 4.5 metres, Disc, Drum, Tubeless,Radial, 5, 175-litres",
Hatchback,"71,165",Manual,2,2nd Owner,Honda,Honda Jazz,2018,1341,1.2 VX i VTEC,₹ 6.04 Lakh,Aug 2018,Comprehensive,Petrol,5,KA04,Second Owner,1199 cc,2018.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",18.7 kmpl,"Red, i-VTEC Petrol Engine, 1199, 88.7bhp@6000rpm, 110Nm@4800rpm, 4, 4, SOHC, PGM - Fi, No, No",88.7bhp,110Nm,"3955mm, 1694mm, 1544mm, 2530mm, 1042kg","5 Speed, FWD, 5, Power, 5.1 meters, Disc, Drum, 172 Kmph, 13.7 Seconds, Tubeless,Radial, 15, 5, 354-litres",15
SUV,"10,000",Automatic,1,1st Owner,BMW,BMW X7,2022,7032,xDrive 40i M Sport,₹ 1.30 Crore,2022,Third Party insurance,Petrol,7,,First Owner,2998 cc,2022.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",10.54 kmpl,"Others, TwinPower Turbo 6-cylinder engine, 2998, 335.25bhp@5500-6500rpm, 450Nm@1500-5200rpm, 6, 4, DOHC, CRDI, Twin, No",335.25bhp,450Nm,"5150 mm, 2218 mm, 1805 mm, 3105 mm, 2370","8-Speed Steptronic, AWD, 7, Power, Disc, Disc, 245, 6.1 Seconds, Tubeless. Runflat, 21, 5",21
Sedan,"86,543",Manual,3,3rd Owner,Maruti,Maruti Swift Dzire,2010,4227,VDi,₹ 3.27 Lakh,Oct 2010,Third Party insurance,Diesel,5,KA51,Third Owner,1248 cc,2010.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Fog Lights Rear, Centeral Locking, Power Door Locks, Cd Player",19.3 kmpl,"Black, In-Line Engine, 1248, 73.9bhp@4000rpm, 190Nm@2000rpm, 4, 4, DOHC, CRDI, 69.6 x 82 mm, 17.6:1, Yes, No",73.9bhp,190Nm,"4160mm, 1690mm, 1530mm, 2390mm, 1470mm, 1480mm, 1105kg","5 Speed, 2 WD, 5, Power, 4.7m, Ventilated Disc, Drum, Tubeless,Radial, 14, 4, 464 litres",14
Hatchback,"67,225",Automatic,1,1st Owner,Maruti,Maruti Baleno,2016,3964,1.2 CVT Delta,₹ 6.21 Lakh,Feb 2016,Third Party,Petrol,5,KA03,First Owner,1197 cc,2016.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",21.4 kmpl,"Others, VVT Petrol Engine, 1197, 83.1bhp@6000rpm, 115Nm@4000rpm, 4, 4, DOHC, MPFI, No, No",83.1bhp,115Nm,"3995mm, 1745mm, 1510mm, 2520mm, 1515mm, 1525mm, 910kg, 1360kg","CVT, FWD, 5, Power, 4.9 meters, Disc, Drum, 180 Kmph, 12.79 seconds, Tubeless,Radial, 5, 339-litres",
Hatchback,"1,00,000",Manual,3,3rd Owner,Tata,Tata Indica V2,2017,2514,LS,₹ 2.40 Lakh,2017,Third Party insurance,Diesel,5,KA03,Third Owner,1396 cc,2017.0,"Power Steering, Remote Trunk Opener, Air Conditioner, Adjustable Steering, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Child Safety Locks, Passenger Side Rear View Mirror",25 kmpl,"Silver, CR4 Diesel Engine, 1396, 69bhp@4000rpm, 140Nm@1800-3000rpm, 4, 4, DOHC, CRDi, Yes, No",69bhp,140Nm,"3690mm, 1665mm, 1485mm, 2400mm, 1080kg","5 Speed, FWD, 5, Power, 4.9 metres, Ventilated Disc, Drum, 155 Kmph, 14.5 Seconds, Tubeless,Radial, 5, 220-litres",
Hatchback,"16,247",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2018,5607,1.2 Kappa Asta,₹ 6.21 Lakh,Nov 2018,Zero Dep,Petrol,5,KA03,First Owner,1197 cc,2018.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",18.9 kmpl,"Silver, Kappa VTVT Petrol Engine, 1197, 81.86bhp@6000rpm, 113.75nm@4000rpm, 4, 4, DOHC, MPFI, No, No",81.86bhp,113.75nm,"3765mm, 1660mm, 1520mm, 2425mm, 1479mm, 1493mm, 1060","5 Speed, FWD, 5, Power, 4.8 metres, Disc, Drum, 165 Kmph, 12.9 Seconds, Tubeless, 14, 5, 256",14
Sedan,"80,000",Manual,2,2nd Owner,Mahindra Renault,Mahindra Renault Logan,2007,4758,1.4 GLX Petrol,₹ 1.40 Lakh,2007,Third Party insurance,Petrol,5,KA01,Second Owner,1390 cc,2007.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Rear, Centeral Locking, Child Safety Locks",15.7 kmpl,"Black, In-Line Engine, 1390, 75@5,500 (PS@rpm), 11@3,000 (kgm@rpm), 4, 2, SOHC, MPFI, 76 x 80.5 mm, 9.5:1, No, No",75,11,"4247mm, 1740mm, 1534mm, 2630mm, 1480mm, 1470mm, 1760kg","5 Speed, 5, Power, 5.25 m, Disc, Drum, Tubeless,Radial, 14, 4, 510 litres",14
Hatchback,"39,481",Automatic,2,2nd Owner,Maruti,Maruti Baleno,2017,3964,1.2 CVT Delta,₹ 7.08 Lakh,Sept 2017,Zero Dep,Petrol,5,KA03,Second Owner,1197 cc,2017.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",21.4 kmpl,"White, VVT Petrol Engine, 1197, 83.1bhp@6000rpm, 115Nm@4000rpm, 4, 4, DOHC, MPFI, No, No",83.1bhp,115Nm,"3995mm, 1745mm, 1510mm, 2520mm, 1515mm, 1525mm, 910kg, 1360kg","CVT, FWD, 5, Power, 4.9 meters, Disc, Drum, 180 Kmph, 12.79 seconds, Tubeless,Radial, 5, 339-litres",
Hatchback,"61,227",Manual,2,2nd Owner,Maruti,Maruti Celerio,2018,10356,VXI,₹ 4.43 Lakh,Sept 2018,Third Party,Petrol,5,KA50,Second Owner,998 cc,2018.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking",25.24 kmpl,"Blue, K10C, 998, 65.71bhp@5500rpm, 89Nm@3500rpm, 3, 4",65.71bhp,89Nm,"3695mm, 1655, 1555, 2435, 1430, 1440, 810, 1260","5-Speed, 5, Electric, Ventilated Disc, Drum, Tubeless, Radial, 5, 313",
Sedan,"80,000",Manual,4,4th Owner,Honda,Honda City,2006,1290,GXi,₹ 1.80 Lakh,2006,Third Party insurance,Petrol,5,KA03,Fourth Owner,1497 cc,2006.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",17.7 kmpl,"Black, In-Line Engine, 1497, 78 @ 5,500 (PS@rpm), 12.7 @ 2,700 (kgm@rpm), 4, 2, iDSI, PGM-FI (Programmed Fuel Injection), 73.0 x 89.4 mm, 10.5:1, No, No",78 ,12.7 ,"4390mm, 1695mm, 1495mm, 2450mm, 1060kg","5 Speed, 5, Power, 4.9 m, Ventilated Disc, Drum, 173 kmph, 13.5 seconds, Tubeless,Radial, 14, 4, 500 litres",14
SUV,"1,12,521",Manual,1,1st Owner,Renault,Renault Duster,2016,5068,110PS Diesel RxL,₹ 7 Lakh,May 2016,Comprehensive,Diesel,5,KA05,First Owner,1461 cc,2016.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",19.01 kmpl,"Brown, dCi Diesel Engine, 1461, 108.45bhp@3900rpm, 248Nm@2250rpm, 4, 4, DOHC, CRDI, Yes, No",108.45bhp,248Nm,"4315mm, 1822mm, 1695mm, 2673mm, 1560mm, 1567mm, 1220, 1781kg","6 Speed, FWD, 5, Power, 5.2 metres, Ventilated Disc, Drum, Tubeless,Radial, 16, 5, 475-litres",16
SUV,"20,000",Manual,1,1st Owner,MG,MG Hector,2020,7632,Sharp Diesel MT,₹ 18 Lakh,2020,Third Party insurance,Diesel,5,KA02,First Owner,1956 cc,2020.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",17.41 kmpl,"Others, 1956, 167.68bhp@3750rpm, 350Nm@1750-2500rpm, 4, 4, Yes",167.68bhp,350Nm,"4655mm, 1835mm, 1760mm, 2750mm, 1860","6 Speed, FWD, 5, Disc, Disc, Radial, R17, 5, 587",R17
Sedan,"20,000",Automatic,1,1st Owner,Honda,Honda City,2021,7905,ZX CVT,₹ 14.50 Lakh,2021,Third Party insurance,Petrol,5,,First Owner,1498 cc,2021.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",18.3 kmpl,"White, Water Cooled Inline i-VTEC DOHC with VTC, 1498, 119.35bhp@6600rpm, 145Nm@4300rpm, 4, 4, DOHC",119.35bhp,145Nm,"4549mm, 1748mm, 1489mm, 2600mm, 1496mm, 1484mm, 1107-1153kg, 1482-1528kg","CVT, 5, Electric, 5.3, Ventilated Disc, Drum, Tubeless, Radial, 16, 4, 506",16
Sedan,"60,000",Manual,2,2nd Owner,Volkswagen,Volkswagen Ameo,2016,1883,1.2 MPI Comfortline,₹ 5.20 Lakh,2016,Third Party insurance,Petrol,5,,Second Owner,1198 cc,2016.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Rear, Anti Lock Braking System, Centeral Locking, Cd Player",17 kmpl,"Others, MPI Petrol Engine, 1198, 73.75bhp@5400rpm, 110Nm@3750rpm, 3, 4, DOHC, MPFI, 76.5 X 86.9 mm, 10.5:1, No, No",73.75bhp,110Nm,"3995mm, 1682mm, 1483mm, 2470mm, 1460mm, 1456mm, 1059kg","5 Speed, FWD, 5, Power, Disc, Drum, Tubeless,Radial, 4, 330 Ltrs",
Hatchback,"40,000",Manual,2,2nd Owner,Tata,Tata Tiago,2018,2983,1.2 Revotron XZ,₹ 4.70 Lakh,2018,Third Party insurance,Petrol,5,KA04,Second Owner,1199 cc,2018.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",23.84 kmpl,"Others, Revotron Engine, 1199, 84bhp@6000rpm, 114Nm@3500rpm, 3, 4, DOHC, MPFi, 77 X 85.8 mm, 10.8:1, No, No",84bhp,114Nm,"3746mm, 1647mm, 1535mm, 2400mm, 1400mm, 1420mm, 1012kg","5 Speed, FWD, 5, Power, 4.9 meters, Disc, Drum, 150 kmph, 14.3 Seconds, Tubeless, 14, 5, 242-litres",14
SUV,"50,000",Manual,1,1st Owner,Renault,Renault Duster,2016,5076,110PS Diesel RxL Explore,₹ 6 Lakh,2016,Third Party insurance,Diesel,5,KA01,First Owner,1461 cc,2016.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",19.64 kmpl,"Black, dCi THP Diesel Engine, 1461, 108.45bhp@4000rpm, 245Nm@1750rpm, 4, 4, DOHC, CRDi, Yes, No",108.45bhp,245Nm,"4315mm, 1822mm, 1695mm, 2673mm, 1560mm, 1567mm, 1260, 1795kg","6 Speed, FWD, 5, Power, 5.2 metres, Ventilated Disc, Drum, 168 Kmph, 12.5 Seconds, Tubeless, 5, 475-litres",
SUV,"1,00,000",Automatic,2,2nd Owner,Audi,Audi Q3,2016,90,35 TDI Quattro Premium Plus,₹ 18.50 Lakh,2016,Third Party insurance,Diesel,5,,Second Owner,1968 cc,2016.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Rear, Anti Lock Braking System, Brake Assist, Cd Player",15.17 kmpl,"Others, TDI Quattro Diesel Engine, 1968, 181bhp@3500-4000rpm, 380Nm@1750-3000rpm, 4, 4, DOHC, CRDI, Yes, No",181bhp,380Nm,"4388mm, 1831mm, 1608mm, 2603mm, 1571mm, 1575mm, 1630Kg, 2225Kg","7-Speed S-Tronic, AWD, 5, Power, 5.9 metres, Disc, Disc, 219 kmph, 7.9 Seconds, Tubeless,Radial, 18, 5, 460-litres",18
Hatchback,"20,000",Automatic,2,2nd Owner,Mahindra,Mahindra e2o Plus,2017,5478,P8,₹ 4.60 Lakh,2017,Third Party insurance,Electric,4,KA05,Second Owner,72 cc,2017.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks, Radio",140 kmpl,"Blue, 210AH Lithium Ion, 72, 40bhp@3500 rpm, 91Nm@2500 rpm, 23, 69, 23 Modules 69 Cells, 3 Phase AC Induction Motors, No, No",40bhp,91Nm,"3590mm, 1575mm, 1585mm, 2258mm, 990kg, 1310kg","Direct Drive, 4, Electric, 4.35mm, Disc, Drum, 80 kmph, 14.1 Sec, Tubeless, Radial, 5, 135 Ltrs",
Sedan,"1,10,000",Manual,2,2nd Owner,Opel,OpelCorsa,2003,4802,1.6 GSi,"₹ 75,000 ",2003,Third Party insurance,Petrol,5,,Second Owner,1589 cc,2003.0,"Power Steering, Power Windows Front, Air Conditioner, Digital Odometer, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cassette Player",13.8 kmpl,"Silver, In-Line Engine, 1589, 93 PS @ 5600 rpm, 126 Nm @ 3200 rpm, 4",93 PS ,126 Nm ,"4056mm, 1608mm, 1420mm, 2443mm, 1387mm, 1388mm, 1040kg","5 Speed, 5, Power, 5.1 meter, Ventilated Discs, Drums, 170 Km/Hour, 12.4 seconds, Tubeless,Radial, 13, 4",13
Hatchback,"63,359",Manual,2,2nd Owner,Maruti,Maruti Baleno,2017,3969,1.2 Zeta,₹ 6.49 Lakh,Aug 2017,Third Party,Petrol,5,KA01,Second Owner,1197 cc,2017.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",21.4 kmpl,"Blue, VVT Petrol Engine, 1197, 83.1bhp@6000rpm, 115Nm@4000rpm, 4, 4, DOHC, MPFI, No, No",83.1bhp,115Nm,"3995mm, 1745mm, 1510mm, 2520mm, 1505mm, 1515mm, 880kg, 1340kg","5 Speed, FWD, 5, Power, 4.9 meters, Disc, Drum, 180 Kmph, 12.36 seconds, Tubeless,Radial, 16, 5, 339-litres",16
Hatchback,"1,25,227",Manual,2,2nd Owner,Hyundai,Hyundai i20,2017,1488,Asta Option 1.4 CRDi,₹ 6.57 Lakh,Sept 2017,Zero Dep,Diesel,5,KA03,Second Owner,1396 cc,2017.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",22.54 kmpl,"Red, U2 CRDI Diesel Engine, 1396, 88.73bhp@4000rpm, 219.7Nm@1500-2750rpm, 4, 4, DOHC, CRDI, Yes, No",88.73bhp,219.7Nm,"3985mm, 1734mm, 1505mm, 2570mm, 1505mm, 1503mm, 1515kg","6 Speed, FWD, 5, Power, 5.2 metres, Disc, Drum, 180 Kmph, 11.9 Seconds, Tubeless, 16, 5, 295-litres",16
Hatchback,"1,00,000",Manual,2,2nd Owner,Volkswagen,Volkswagen Polo,2012,1953,Diesel Comfortline 1.2L,₹ 4.20 Lakh,2012,Third Party insurance,Diesel,5,KA01,Second Owner,1199 cc,2012.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",22.07 kmpl,"Others, In-Line Diesel Engine, 1199, 73.9bhp@4200rpm, 180Nm@2000rpm, 3, 4, CRDI, No, No",73.9bhp,180Nm,"3970mm, 1682mm, 1453mm, 2456mm, 1125kg","5 Speed, FWD, 5, Power, 4.97 metres, Disc, Drum, 164.1km/hr, 14.4 Seconds, Tubeless,Radial, 15, 5",15
Hatchback,"71,884",Manual,2,2nd Owner,Maruti,Maruti Swift,2015,4165,ZDI BSIV,₹ 6.29 Lakh,Aug 2015,Third Party insurance,Diesel,5,KA03,Second Owner,1248 cc,2015.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",25.2 kmpl,"Silver, DDiS Diesel Engine, 1248, 74bhp@4000rpm, 190Nm@2000rpm, 4, 4, DOHC, CRDI, 69.6 X 82 mm, 17.6:1, Yes, No",74bhp,190Nm,"3840mm, 1735mm, 1530mm, 2450mm, 1475mm, 1485mm, 985Kg, 1405kg","5 Speed, FWD, 5, Power, 4.8 metres, Ventilated Disc, Drum, 155 kmph, 14.8 Seconds, Tubeless Tyres, 15, 5, 204-liters",15
Hatchback,"79,059",Manual,2,2nd Owner,Honda,Honda Brio,2012,1203,S MT,₹ 3.22 Lakh,Jun 2012,Third Party insurance,Petrol,5,KA51,Second Owner,1198 cc,2012.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Radio",19.4 kmpl,"Brown, i-VTEC Engine, 1198, 86.8bhp@6000rpm, 109Nm@4500rpm, 4, 4, SOHC, PGM - Fi, No, No",86.8bhp,109Nm,"3610mm, 1680mm, 1500mm, 2345mm, 1480mm, 1465mm, 925kg","5 Speed, FWD, 5, Power, 4.5 metres, Disc, Drum, Tubeless,Radial, 5, 175-litres",
Hatchback,"80,000",Manual,2,2nd Owner,Maruti,Maruti Baleno,2016,3962,1.2 Delta,₹ 6.20 Lakh,2016,Third Party insurance,Petrol,5,KA04,Second Owner,1197 cc,2016.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",21.4 kmpl,"Others, VVT Petrol Engine, 1197, 83.1bhp@6000rpm, 115Nm@4000rpm, 4, 4, DOHC, MPFI, No, No",83.1bhp,115Nm,"3995mm, 1745mm, 1510mm, 2520mm, 1515mm, 1525mm, 870kg, 1340kg","5 Speed, FWD, 5, Power, 4.9 meters, Disc, Drum, 180 Kmph, 12.36 seconds, Tubeless,Radial, 5, 339-litres",
Hatchback,"69,124",Manual,1,1st Owner,Maruti,Maruti Swift,2013,10403,VXI,₹ 4.35 Lakh,Jan 2014,Third Party,Petrol,5,KA25,First Owner,1197 cc,2013.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",22.38 kmpl,"Silver, K Series Dual jet, 1197, 88.50bhp@6000rpm, 113Nm@4400rpm, 4, 4",88.50bhp,113Nm,"3845mm, 1735, 1530, 2450, 1530, 1530, 875-905, 1335","5-Speed, 5, Electric, 4.8, Disc, Drum, Radial, Tubeless, 5, 268",
MUV,"1,20,000",Manual,4,4th Owner,Toyota,Toyota Innova,2012,2386,2.5 VX (Diesel) 8 Seater BS IV,₹ 9.60 Lakh,2012,Third Party insurance,Diesel,8,,Fourth Owner,2494 cc,2012.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Power Door Locks, Cd Player",12.99 kmpl,"Others, In-Line Engine, 2494, 100bhp@3600rpm, 200Nm@1400-3400rpm, 4, 4, DOHC, Common Rail, Yes, No",100bhp,200Nm,"4585mm, 1760mm, 1760mm, 2750mm, 1510mm, 1510mm, 1680kg, 2300kg","5 Speed, FWD, 8, Power, 5.4 metres, Ventilated Disc, Leading-Trailing Drum, Tubeless,Radial, 15, 5",15
Hatchback,"73,340",Manual,1,1st Owner,Maruti,Maruti Ritz,2010,4141,VXi,₹ 3.17 Lakh,Dec 2010,Comprehensive,Petrol,5,KA05,First Owner,1197 cc,2010.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks",18.5 kmpl,"Blue, K Series Petrol Engine, 1197, 85.80bhp@6000rpm, 114Nm@4000rpm, 4, 4, DOHC, MPFI, No, No",85.80bhp,114Nm,"3775mm, 1680mm, 1620mm, 2360mm, 1470mm, 1480mm, 1015kg, 1430kg","5 Speed, FWD, 5, Power, 4.7 metres, Ventilated Disc, Drum, 156 Kmph, 15 Seconds, Tubeless,Radial, 5, 236-liters",
Hatchback,"44,268",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10,2017,5607,1.2 Kappa Asta,₹ 5.74 Lakh,Jan 2018,Comprehensive,Petrol,5,KA04,Second Owner,1197 cc,2017.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",18.9 kmpl,"Silver, Kappa VTVT Petrol Engine, 1197, 81.86bhp@6000rpm, 113.75nm@4000rpm, 4, 4, DOHC, MPFI, No, No",81.86bhp,113.75nm,"3765mm, 1660mm, 1520mm, 2425mm, 1479mm, 1493mm, 1060","5 Speed, FWD, 5, Power, 4.8 metres, Disc, Drum, 165 Kmph, 12.9 Seconds, Tubeless, 14, 5, 256",14
Hatchback,"10,000",Manual,1,1st Owner,Citroen,Citroen C3,2022,9139,Puretech 82 Feel BSVI,₹ 7.80 Lakh,2022,Third Party insurance,Petrol,5,KA51,First Owner,1198 cc,2022.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",19.3 kmpl,"Gray, 1.2L PureTech, 1198, 80.46bhp@5750rpm, 115Nm@3750rpm, 3, 4, No",80.46bhp,115Nm,"3981mm, 1733mm, 1586mm, 2540mm, 982kg, 1382kg","5 Speed, 5, Electric, 4.98, Disc, Drum, Tubeless,Radial, 5, 315",
Hatchback,"60,000",Manual,1,1st Owner,Honda,Honda Jazz,2018,1341,1.2 VX i VTEC,₹ 8 Lakh,2018,Third Party insurance,Petrol,5,KA01,First Owner,1199 cc,2018.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",18.7 kmpl,"Others, i-VTEC Petrol Engine, 1199, 88.7bhp@6000rpm, 110Nm@4800rpm, 4, 4, SOHC, PGM - Fi, No, No",88.7bhp,110Nm,"3955mm, 1694mm, 1544mm, 2530mm, 1042kg","5 Speed, FWD, 5, Power, 5.1 meters, Disc, Drum, 172 Kmph, 13.7 Seconds, Tubeless,Radial, 15, 5, 354-litres",15
Sedan,"30,000",Manual,1,1st Owner,Honda,Honda City,2020,6909,V MT,₹ 9.25 Lakh,2020,Third Party insurance,Petrol,5,KL58,First Owner,1498 cc,2020.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",18.6 kmpl,"Others, Water Cooled Inline i-VTEC DOHC with VTC, 1498, 119.35bhp@6600rpm, 145Nm@4300rpm, 4, 4, DOHC",119.35bhp,145Nm,"4549mm, 1748mm, 1489mm, 2600mm, 1496mm, 1484mm, 1107-1153kg, 1482-1528kg","6 Speed, 5, Electric, 5.3, Ventilated Disc, Drum, Tubeless, Radial, 15, 4, 506",15
Sedan,"50,000",Manual,1,1st Owner,Maruti,Maruti Ciaz,2017,4007,ZXi Plus,₹ 7.75 Lakh,2017,Third Party insurance,Petrol,5,KA02,First Owner,1373 cc,2017.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",20.73 kmpl,"Others, k14B VVT Engine, 1373, 91.1bhp@6000rpm, 130Nm@4000rpm, 4, 4, DOHC, MPFI, 73 x 82mm, 10.1:1, No, No",91.1bhp,130Nm,"4490mm, 1730mm, 1485mm, 2650mm, 1495mm, 1505mm, 1030kg, 1490kg","5 Speed, FWD, 5, Power, 5.4 metres, Ventilated Disc, Drum, 190 kmph, 14 Seconds, Tubeless, Radial, 16, 4, 510-litres",16
Hatchback,"80,000",Manual,2,2nd Owner,Tata,Tata Nano,2011,2796,Lx,"₹ 70,000 ",2011,Third Party insurance,Petrol,4,KA03,Second Owner,624 cc,2011.0,"Power Windows Front, Power Windows Rear, Air Conditioner, Heater, Fog Lights Front, Fog Lights Rear, Anti Lock Braking System, Centeral Locking, Cd Player",26 kmpl,"Other, Motronic engine managemen, 624, 35 bhp@5500 rpm, 4.8 kgm@3000 rpm, 2, 2, MPFI, 73.5 mm x 73.5 mm, 73.5 mm x 73.5 mm, No, No",35 bhp,4.8 kgm,"3099 mm, 1495 mm, 1620 mm, 2230 mm, 1325 mm, 1315 mm, 600kg","4 Speed, RWD, 4, Power, 4 m, Disc, Drum, 105 kmph, 12.5 Seconds, Tubeless,Radial, 12, 4",12
SUV,"70,000",Manual,2,2nd Owner,Renault,Renault Duster,2014,5068,110PS Diesel RxL,₹ 5 Lakh,2014,Third Party insurance,Diesel,5,MP20,Second Owner,1461 cc,2014.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",19.01 kmpl,"Others, dCi Diesel Engine, 1461, 108.45bhp@3900rpm, 248Nm@2250rpm, 4, 4, DOHC, CRDI, Yes, No",108.45bhp,248Nm,"4315mm, 1822mm, 1695mm, 2673mm, 1560mm, 1567mm, 1220, 1781kg","6 Speed, FWD, 5, Power, 5.2 metres, Ventilated Disc, Drum, Tubeless,Radial, 16, 5, 475-litres",16
Sedan,"1,20,000",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,2009,4227,VDi,₹ 3.50 Lakh,2009,Third Party insurance,Diesel,5,KA03,Second Owner,1248 cc,2009.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Fog Lights Rear, Centeral Locking, Power Door Locks, Cd Player",19.3 kmpl,"Others, In-Line Engine, 1248, 73.9bhp@4000rpm, 190Nm@2000rpm, 4, 4, DOHC, CRDI, 69.6 x 82 mm, 17.6:1, Yes, No",73.9bhp,190Nm,"4160mm, 1690mm, 1530mm, 2390mm, 1470mm, 1480mm, 1105kg","5 Speed, 2 WD, 5, Power, 4.7m, Ventilated Disc, Drum, Tubeless,Radial, 14, 4, 464 litres",14
